,home_team_name,away_team_name,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_red_cards,away_team_red_cards,home_team_shots_on_target,away_team_shots_on_target,home_team_fouls,away_team_fouls,Result
654,Al Fateh,Al Faisaly,1.38,0.92,1,0,1,1,1,1,0,3,10,0,0,6,11,17,13,1
655,Al Ahli,Al Shabab,2.23,1.38,3,1,4,2,1,1,1,4,6,0,0,8,6,12,12,2
656,Al Ittihad,Al Wahda,1.77,0.38,1,0,1,1,1,1,0,5,7,0,1,6,3,20,18,1
657,Al Ittifaq,Al Hilal,1.31,2.85,0,1,1,1,0,0,1,6,5,0,0,5,11,17,10,-1
658,Al Fateh,Al Raed,1.38,0.77,3,1,4,0,0,0,0,4,6,0,0,4,3,11,13,2
659,Al Taawon,Al Shabab,1.62,1.38,2,0,2,1,1,1,0,5,1,0,0,5,7,21,22,2
660,Al Batin,Al Ittifaq,1.69,0.77,2,0,2,1,1,1,0,1,2,0,0,3,4,30,16,2
661,Al Hilal,Al Quadisiya,2.23,0.85,1,1,2,1,0,0,1,6,1,0,1,9,4,11,21,0
662,Al Ittihad,Al Ahli,1.77,2.0,1,4,5,2,1,1,1,7,4,0,0,5,10,14,12,-3
663,Al Wahda,Al Faisaly,0.92,0.92,0,1,1,0,0,0,0,10,1,0,0,5,4,13,18,-1
664,Al Khaleej,Al Nassr,0.77,1.69,0,3,3,2,0,0,2,5,5,0,0,4,10,12,9,-3
665,Al Faisaly,Al Hilal,1.23,2.85,0,2,2,0,0,0,0,5,2,0,0,5,6,13,9,-2
666,Al Quadisiya,Al Ahli,1.31,2.0,4,1,5,2,2,2,0,5,11,0,0,8,5,18,15,3
667,Al Shabab,Al Khaleej,1.15,1.0,1,1,2,0,0,0,0,11,4,0,0,13,5,15,14,0
668,Al Nassr,Al Wahda,2.31,0.38,2,1,3,0,0,0,0,9,3,0,0,16,11,14,17,1
669,Al Ittifaq,Al Fateh,1.31,0.85,2,2,4,1,0,0,1,1,5,0,0,3,5,9,13,0
670,Al Taawon,Al Ittihad,1.62,2.46,1,2,3,0,0,0,0,5,4,0,0,6,2,15,15,-1
671,Al Raed,Al Batin,1.92,0.31,2,1,3,2,2,2,0,7,8,0,0,10,4,13,9,1
672,Al Fateh,Al Taawon,1.38,0.77,0,2,2,0,0,0,0,6,8,0,0,2,3,16,6,-2
673,Al Hilal,Al Khaleej,2.23,1.0,4,0,4,1,1,1,0,14,4,0,0,9,3,8,13,4
674,Al Faisaly,Al Raed,1.23,0.77,1,1,2,1,0,0,1,5,1,0,0,5,6,25,18,0
675,Al Wahda,Al Ittifaq,0.92,0.77,2,1,3,1,1,1,0,3,2,0,0,7,5,15,12,1
676,Al Ahli,Al Nassr,2.23,1.69,0,2,2,1,0,0,1,9,4,1,0,7,8,15,24,-2
677,Al Quadisiya,Al Batin,1.31,0.31,1,1,2,1,0,0,1,7,6,0,0,6,5,13,13,0
678,Al Shabab,Al Ittihad,1.15,2.46,0,2,2,0,0,0,0,3,8,0,0,8,8,9,16,-2
679,Al Ittifaq,Al Raed,1.31,0.77,0,1,1,0,0,0,0,7,5,0,0,5,3,16,9,-1
680,Al Batin,Al Wahda,1.69,0.38,1,1,2,1,1,1,0,8,4,0,0,6,7,18,19,0
681,Al Nassr,Al Faisaly,2.31,0.92,0,0,0,0,0,0,0,6,7,0,0,7,6,14,21,0
682,Al Fateh,Al Shabab,1.38,1.38,1,1,2,2,1,1,1,6,2,0,0,4,2,17,11,0
683,Al Taawon,Al Quadisiya,1.62,0.85,1,3,4,0,0,0,0,5,6,0,0,2,0,7,19,-2
684,Al Khaleej,Al Ahli,0.77,2.0,2,2,4,3,1,1,2,3,12,0,0,5,7,20,7,0
685,Al Ittihad,Al Hilal,1.77,2.85,1,3,4,1,1,1,0,3,4,1,0,5,4,25,10,-2
686,Al Taawon,Al Ittifaq,1.62,0.77,1,0,1,0,0,0,0,13,4,0,1,5,3,11,11,1
687,Al Hilal,Al Fateh,2.23,0.85,1,0,1,0,0,0,0,13,4,0,0,5,2,12,14,1
688,Al Wahda,Al Ahli,0.92,2.0,1,3,4,4,1,1,3,4,3,1,0,4,5,15,12,-2
689,Al Khaleej,Al Quadisiya,0.77,0.85,2,1,3,0,0,0,0,7,7,0,0,8,5,16,15,1
690,Al Shabab,Al Faisaly,1.15,0.92,1,2,3,1,0,0,1,2,3,0,0,3,8,18,13,-1
691,Al Batin,Al Ittihad,1.69,2.46,0,1,1,0,0,0,0,6,4,0,0,7,3,15,21,-1
692,Al Raed,Al Nassr,1.92,1.69,0,1,1,1,0,0,1,3,8,0,0,0,6,11,20,-1
693,Al Quadisiya,Al Fateh,1.31,0.85,1,2,3,2,0,0,2,2,6,0,0,7,7,12,17,-1
694,Al Faisaly,Al Taawon,1.23,0.77,1,0,1,0,0,0,0,4,8,0,0,8,4,34,9,1
695,Al Raed,Al Hilal,1.92,2.85,0,3,3,0,0,0,0,3,8,0,0,2,5,10,10,-3
696,Al Ahli,Al Batin,2.23,0.31,1,1,2,0,0,0,0,4,3,0,0,11,5,12,15,0
697,Al Nassr,Al Ittihad,2.31,2.46,1,1,2,1,0,0,1,13,1,0,0,5,5,9,18,0
698,Al Ittifaq,Al Khaleej,1.31,1.0,3,1,4,2,2,2,0,3,5,0,0,6,5,9,18,2
699,Al Wahda,Al Shabab,0.92,1.38,1,2,3,1,0,0,1,10,3,0,0,9,6,15,16,-1
700,Al Faisaly,Al Ittifaq,1.23,0.77,3,3,6,3,2,2,1,7,2,0,0,10,7,13,19,0
701,Al Shabab,Al Raed,1.15,0.77,1,2,3,0,0,0,0,5,5,0,0,10,6,9,12,-1
702,Al Khaleej,Al Wahda,0.77,0.38,4,2,6,4,3,3,1,4,13,0,0,6,8,24,10,2
703,Al Ittihad,Al Quadisiya,1.77,0.85,4,2,6,3,2,2,1,9,5,0,0,11,8,17,17,2
704,Al Fateh,Al Batin,1.38,0.31,3,2,5,2,1,1,1,7,0,0,0,4,3,18,10,1
705,Al Nassr,Al Taawon,2.31,0.77,2,1,3,1,0,0,1,6,3,0,0,6,5,18,13,1
706,Al Hilal,Al Ahli,2.23,2.0,0,0,0,0,0,0,0,13,6,0,0,11,2,17,23,0
707,Al Taawon,Al Khaleej,1.62,1.0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
708,Al Wahda,Al Fateh,0.92,0.85,1,2,3,2,0,0,2,0,7,0,0,4,5,15,14,-1
709,Al Ahli,Al Faisaly,2.23,0.92,2,1,3,1,0,0,1,4,2,0,0,7,5,15,17,1
710,Al Shabab,Al Hilal,1.15,2.85,1,2,3,3,1,1,2,5,8,0,0,9,6,14,18,-1
711,Al Batin,Al Nassr,1.69,1.69,4,3,7,3,1,1,2,6,1,0,0,6,4,16,9,1
712,Al Raed,Al Quadisiya,1.92,0.85,2,1,3,0,0,0,0,3,4,0,1,4,3,14,19,1
713,Al Ittifaq,Al Ittihad,1.31,2.46,1,4,5,1,0,0,1,8,3,0,0,5,8,3,7,-3
714,Al Ittihad,Al Faisaly,1.77,0.92,2,2,4,2,1,1,1,7,3,0,0,6,5,-1,-1,0
715,Al Wahda,Al Hilal,0.92,2.85,1,3,4,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-2
716,Al Quadisiya,Al Ittifaq,1.31,0.77,1,1,2,2,1,1,1,8,4,0,0,9,4,-1,-1,0
717,Al Nassr,Al Shabab,2.31,1.38,1,0,1,0,0,0,0,3,4,0,0,5,7,-1,-1,1
718,Al Khaleej,Al Fateh,0.77,0.85,1,1,2,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,0
719,Al Taawon,Al Batin,1.62,0.31,4,3,7,2,2,2,0,-1,-1,0,0,-1,-1,-1,-1,1
720,Al Raed,Al Ahli,1.92,2.0,1,3,4,2,1,1,1,6,6,0,0,6,7,25,8,-2
721,Al Ittifaq,Al Shabab,1.31,1.38,0,1,1,0,0,0,0,5,5,0,0,4,4,-1,-1,-1
722,Al Quadisiya,Al Wahda,1.31,0.38,3,1,4,0,0,0,0,7,2,0,0,6,4,-1,-1,2
723,Al Faisaly,Al Batin,1.23,0.31,2,2,4,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,0
724,Al Ahli,Al Taawon,2.23,0.77,2,1,3,1,1,1,0,4,6,0,0,3,8,-1,-1,1
725,Al Khaleej,Al Raed,0.77,0.77,1,2,3,2,1,1,1,11,1,1,0,6,10,-1,-1,-1
726,Al Fateh,Al Ittihad,1.38,2.46,4,1,5,3,3,3,0,-1,-1,0,0,-1,-1,-1,-1,3
727,Al Hilal,Al Nassr,2.23,1.69,5,1,6,4,3,3,1,1,5,0,0,17,7,-1,-1,4
728,Al Fateh,Al Taawon,1.2,1.0,1,4,5,1,0,0,1,0,0,0,0,0,0,24,11,-3
729,Al Hilal,Al Feiha,2.4,1.0,2,1,3,2,1,1,1,9,0,0,0,12,5,14,24,1
730,Al Quadisiya,Al Raed,1.2,0.56,2,1,3,1,0,0,1,2,3,0,0,7,7,8,14,1
731,Al Ittifaq,Al Ahli,1.25,1.7,2,1,3,0,0,0,0,2,0,0,0,7,7,7,11,1
732,Al Ittihad,Al Batin,0.89,1.4,1,3,4,1,0,0,1,7,2,0,0,11,5,11,9,-2
733,Al Shabab,Ohod,1.11,0.75,1,2,3,1,0,0,1,7,2,0,0,12,6,16,16,-1
734,Al Faisaly,Al Nassr,1.56,1.2,1,3,4,3,0,0,3,9,2,0,0,7,5,12,23,-2
735,Al Taawon,Al Hilal,1.8,2.0,3,4,7,6,3,3,3,5,6,0,0,6,6,14,12,-1
736,Al Raed,Al Faisaly,0.8,1.7,2,3,5,2,1,1,1,8,9,0,0,3,6,13,8,-1
737,Al Ahli,Al Fateh,2.56,1.44,4,0,4,3,3,3,0,5,2,0,0,7,6,11,9,4
738,Al Batin,Ohod,0.78,0.75,2,0,2,1,1,1,0,8,4,0,0,6,4,17,13,2
739,Al Nassr,Al Ittifaq,2.0,0.91,2,2,4,1,1,1,0,5,8,0,0,7,10,14,15,0
740,Al Shabab,Al Quadisiya,1.11,0.56,4,1,5,3,2,2,1,2,4,0,0,10,7,12,14,3
741,Al Feiha,Al Ittihad,1.7,1.9,2,5,7,2,1,1,1,3,12,0,0,4,11,18,5,-3
742,Al Ittifaq,Al Quadisiya,1.25,0.56,1,2,3,1,0,0,1,6,4,0,0,11,11,18,13,-1
743,Al Fateh,Al Raed,1.2,0.56,1,0,1,1,1,1,0,12,7,0,0,6,4,18,14,1
744,Al Shabab,Al Batin,1.11,1.4,1,2,3,0,0,0,0,7,10,0,0,12,7,16,14,-1
745,Al Faisaly,Al Ittihad,1.56,1.9,2,1,3,1,0,0,1,4,8,0,0,8,5,16,10,1
746,Al Feiha,Al Taawon,1.7,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,19,19,0
747,Al Hilal,Ohod,2.4,0.75,1,0,1,0,0,0,0,3,1,0,0,2,0,17,12,1
748,Al Ahli,Al Nassr,2.56,1.2,1,1,2,1,1,1,0,5,4,0,0,9,8,-1,-1,0
749,Al Ittihad,Al Hilal,0.89,2.0,1,1,2,2,1,1,1,6,3,0,0,5,11,14,15,0
750,Al Batin,Al Ahli,0.78,1.7,1,2,3,2,1,1,1,6,9,0,0,4,6,14,16,-1
751,Ohod,Al Fateh,0.82,1.44,0,2,2,1,0,0,1,2,4,0,1,7,6,13,15,-2
752,Al Nassr,Al Feiha,2.0,1.0,2,2,4,1,0,0,1,4,9,0,0,6,9,9,17,0
753,Al Ittifaq,Al Shabab,1.25,1.5,2,3,5,3,1,1,2,5,6,0,0,11,10,7,16,-1
754,Al Quadisiya,Al Faisaly,1.2,1.7,1,1,2,0,0,0,0,5,1,0,0,5,3,19,25,0
755,Al Raed,Al Taawon,0.8,1.0,2,2,4,2,1,1,1,7,2,0,0,6,5,14,14,0
756,Al Batin,Al Fateh,0.78,1.44,0,0,0,0,0,0,0,4,2,0,0,2,6,15,23,0
757,Al Taawon,Al Ittihad,1.8,1.9,1,2,3,1,0,0,1,8,4,0,0,3,4,9,10,-1
758,Al Feiha,Ohod,1.7,0.75,1,0,1,0,0,0,0,6,5,0,0,6,2,14,16,1
759,Al Shabab,Al Nassr,1.11,1.2,0,1,1,0,0,0,0,6,6,1,0,10,13,14,14,-1
760,Al Faisaly,Al Ittifaq,1.56,0.91,3,0,3,1,1,1,0,3,10,0,0,5,3,16,13,3
761,Al Ahli,Al Raed,2.56,0.56,5,3,8,1,1,1,0,5,5,0,0,13,10,7,7,2
762,Al Hilal,Al Quadisiya,2.4,0.56,2,1,3,1,1,1,0,6,4,0,0,6,11,19,12,1
763,Al Fateh,Al Quadisiya,1.2,0.56,2,1,3,0,0,0,0,7,5,1,0,6,10,18,13,1
764,Al Ittihad,Ohod,0.89,0.75,2,2,4,3,1,1,2,8,5,0,1,11,12,10,18,0
765,Al Ittifaq,Al Batin,1.25,1.4,1,3,4,2,1,1,1,1,4,0,0,4,3,15,15,-2
766,Al Shabab,Al Ahli,1.11,1.7,2,5,7,4,1,1,3,6,6,0,0,12,12,10,17,-3
767,Al Faisaly,Al Feiha,1.56,1.0,2,1,3,1,1,1,0,3,17,0,0,0,7,23,21,1
768,Al Nassr,Al Taawon,2.0,1.0,2,1,3,2,1,1,1,4,3,0,0,7,5,18,19,1
769,Al Quadisiya,Al Feiha,1.2,1.0,1,1,2,1,1,1,0,4,2,0,0,3,8,17,15,0
770,Al Raed,Al Shabab,0.8,1.5,2,2,4,2,0,0,2,10,5,0,0,4,3,9,18,0
771,Ohod,Al Nassr,0.82,1.2,2,2,4,2,2,2,0,0,17,0,0,4,6,10,18,0
772,Al Fateh,Al Ittifaq,1.2,0.91,1,1,2,0,0,0,0,3,2,0,0,2,2,10,9,0
773,Al Taawon,Al Faisaly,1.8,1.7,1,0,1,0,0,0,0,4,4,0,0,5,7,17,21,1
774,Al Ahli,Al Ittihad,2.56,1.9,3,0,3,0,0,0,0,5,3,0,0,7,6,14,10,3
775,Al Hilal,Al Batin,2.4,1.4,2,1,3,0,0,0,0,12,1,0,0,7,10,9,13,1
776,Al Feiha,Al Ittifaq,1.7,0.91,1,2,3,0,0,0,0,5,2,0,0,8,7,9,9,-1
777,Al Ittihad,Al Quadisiya,0.89,0.56,0,0,0,0,0,0,0,16,4,0,0,12,8,13,10,0
778,Al Batin,Al Raed,0.78,0.56,1,5,6,5,1,1,4,3,1,0,0,4,6,10,16,-4
779,Al Nassr,Al Hilal,2.0,2.0,1,2,3,2,1,1,1,4,7,0,0,5,12,8,12,-1
780,Al Faisaly,Al Ahli,1.56,1.7,1,2,3,0,0,0,0,5,5,0,0,7,7,15,17,-1
781,Al Shabab,Al Fateh,1.11,1.44,1,1,2,1,0,0,1,6,9,0,0,11,9,8,10,0
782,Al Taawon,Ohod,1.8,0.75,3,1,4,1,1,1,0,7,9,0,0,5,6,15,18,2
783,Al Ittifaq,Al Raed,1.25,0.56,2,0,2,2,2,2,0,1,11,0,0,5,9,18,12,2
784,Al Ahli,Al Feiha,2.56,1.0,1,1,2,1,1,1,0,12,4,0,0,5,7,9,15,0
785,Al Quadisiya,Al Taawon,1.2,1.0,1,0,1,0,0,0,0,3,5,0,0,6,4,18,15,1
786,Al Fateh,Al Ittihad,1.2,1.9,1,2,3,0,0,0,0,2,8,0,0,7,11,11,5,-1
787,Al Hilal,Al Shabab,2.4,1.5,1,1,2,0,0,0,0,9,0,0,0,13,7,9,15,0
788,Ohod,Al Faisaly,0.82,1.7,1,3,4,3,1,1,2,2,5,0,0,5,3,17,12,-2
789,Al Quadisiya,Al Batin,1.2,1.4,0,0,0,0,0,0,0,10,4,0,0,8,9,9,6,0
790,Ohod,Al Ittifaq,0.82,0.91,1,0,1,1,1,1,0,6,3,0,0,4,4,15,9,1
791,Al Ittihad,Al Shabab,0.89,1.5,1,1,2,0,0,0,0,8,5,0,0,12,6,11,9,0
792,Al Raed,Al Nassr,0.8,1.2,0,5,5,1,0,0,1,0,4,0,0,5,13,13,13,-5
793,Al Feiha,Al Fateh,1.7,1.44,1,3,4,3,1,1,2,5,7,0,0,8,3,7,15,-2
794,Al Taawon,Al Ahli,1.8,1.7,1,1,2,1,0,0,1,4,4,0,0,5,2,12,16,0
795,Al Feiha,Al Shabab,1.7,1.5,3,1,4,1,1,1,0,5,2,0,0,5,3,15,11,2
796,Al Raed,Ohod,0.8,0.75,2,2,4,1,1,1,0,7,3,0,0,3,8,15,13,0
797,Al Nassr,Al Ittihad,2.0,1.9,1,0,1,1,1,1,0,11,5,0,0,12,5,21,18,1
798,Al Ahli,Al Quadisiya,2.56,0.56,3,0,3,1,1,1,0,9,4,0,0,4,2,12,11,3
799,Al Batin,Al Taawon,0.78,1.0,1,1,2,0,0,0,0,8,5,0,0,6,6,21,16,0
800,Al Fateh,Al Faisaly,1.2,1.7,0,5,5,1,0,0,1,4,3,0,0,10,9,11,13,-5
801,Al Raed,Al Feiha,0.8,1.0,2,0,2,0,0,0,0,0,5,0,0,5,3,11,14,2
802,Al Nassr,Al Fateh,2.0,1.44,3,1,4,2,2,2,0,5,4,0,0,13,5,6,11,2
803,Al Shabab,Al Taawon,1.11,1.0,2,1,3,2,2,2,0,0,4,0,0,6,6,16,13,1
804,Al Faisaly,Al Batin,1.56,1.4,0,1,1,1,0,0,1,14,4,0,0,9,10,16,11,-1
805,Al Ittifaq,Al Ittihad,1.25,1.9,1,2,3,1,1,1,0,3,7,0,0,11,8,13,15,-1
806,Ohod,Al Quadisiya,0.82,0.56,2,1,3,2,2,2,0,2,5,0,0,3,0,4,1,1
807,Al Hilal,Al Ahli,2.4,1.7,2,0,2,0,0,0,0,5,4,0,0,9,3,11,9,2
808,Al Batin,Al Nassr,0.78,1.2,1,1,2,2,1,1,1,4,3,0,0,9,7,16,13,0
809,Al Raed,Al Hilal,0.8,2.0,0,3,3,2,0,0,2,6,4,0,0,0,8,9,6,-3
810,Al Shabab,Al Faisaly,1.11,1.7,0,1,1,1,0,0,1,8,6,0,0,10,3,5,6,-1
811,Al Feiha,Al Batin,1.7,1.4,2,0,2,1,1,1,0,6,2,0,0,4,3,19,10,2
812,Al Quadisiya,Al Nassr,1.2,1.2,3,2,5,2,2,2,0,5,6,0,1,7,7,11,13,1
813,Al Ittihad,Al Raed,0.89,0.56,2,1,3,1,1,1,0,6,6,0,0,10,9,9,11,1
814,Al Taawon,Al Ittifaq,1.8,0.91,4,0,4,1,1,1,0,4,5,0,0,9,6,17,11,4
815,Ohod,Al Ahli,0.82,1.7,2,2,4,1,1,1,0,4,9,0,0,3,7,16,13,0
816,Al Fateh,Al Hilal,1.2,2.0,0,0,0,0,0,0,0,3,12,3,0,3,10,13,14,0
817,Al Raed,Al Quadisiya,0.8,0.56,1,1,2,0,0,0,0,5,3,0,0,9,2,19,9,0
818,Al Nassr,Al Faisaly,2.0,1.7,1,1,2,1,0,0,1,6,4,0,0,4,2,16,15,0
819,Ohod,Al Shabab,0.82,1.5,0,2,2,0,0,0,0,4,5,0,0,3,7,12,18,-2
820,Al Ahli,Al Ittifaq,2.56,0.91,4,1,5,2,1,1,1,7,2,0,0,9,4,20,14,3
821,Al Taawon,Al Fateh,1.8,1.44,0,0,0,0,0,0,0,9,3,0,0,5,2,11,17,0
822,Al Batin,Al Ittihad,0.78,1.9,1,2,3,2,1,1,1,7,5,0,0,5,8,16,8,-1
823,Al Feiha,Al Hilal,1.7,2.0,2,1,3,0,0,0,0,7,5,0,0,10,5,14,13,1
824,Al Faisaly,Al Raed,1.56,0.56,2,2,4,0,0,0,0,4,3,0,0,6,4,18,24,0
825,Al Quadisiya,Al Shabab,1.2,1.5,1,2,3,0,0,0,0,6,7,0,0,6,5,8,27,-1
826,Ohod,Al Batin,0.82,1.4,1,1,2,0,0,0,0,8,2,0,0,8,7,16,12,0
827,Al Ittifaq,Al Nassr,1.25,1.2,3,2,5,1,1,1,0,3,8,0,0,5,5,17,9,1
828,Al Fateh,Al Ahli,1.2,1.7,1,3,4,4,1,1,3,4,2,0,0,4,6,13,13,-2
829,Al Hilal,Al Taawon,2.4,1.0,1,0,1,0,0,0,0,8,4,0,0,11,6,13,18,1
830,Al Ittihad,Al Feiha,0.89,1.0,0,1,1,0,0,0,0,6,5,0,0,7,5,12,16,-1
831,Al Batin,Al Shabab,0.78,1.5,0,1,1,1,0,0,1,6,2,0,0,5,5,15,23,-1
832,Al Raed,Al Fateh,0.8,1.44,2,2,4,3,2,2,1,7,1,0,0,6,11,12,18,0
833,Ohod,Al Hilal,0.82,2.0,1,4,5,1,0,0,1,2,5,0,0,6,7,11,17,-3
834,Al Ittihad,Al Faisaly,0.89,1.7,3,3,6,3,2,2,1,3,4,0,0,12,6,14,10,0
835,Al Taawon,Al Feiha,1.8,1.0,4,0,4,2,2,2,0,2,8,0,0,13,11,14,15,4
836,Al Nassr,Al Ahli,2.0,1.7,3,1,4,1,1,1,0,5,7,0,0,16,4,7,4,2
837,Al Faisaly,Al Hilal,1.56,2.0,1,1,2,1,1,1,0,4,10,0,0,6,6,15,19,0
838,Al Hilal,Al Ittifaq,2.4,0.91,1,1,2,1,1,1,0,12,0,0,0,10,8,10,13,0
839,Al Fateh,Ohod,1.2,0.75,0,0,0,0,0,0,0,7,1,0,0,4,5,15,13,0
840,Al Feiha,Al Nassr,1.7,1.2,1,0,1,1,1,1,0,2,4,0,0,4,5,17,12,1
841,Al Taawon,Al Raed,1.8,0.56,2,2,4,3,1,1,2,7,6,0,1,4,7,13,15,0
842,Al Ahli,Al Batin,2.56,1.4,5,0,5,4,4,4,0,9,7,0,0,12,4,8,9,5
843,Al Faisaly,Al Quadisiya,1.56,0.56,2,0,2,0,0,0,0,2,3,0,0,3,4,18,14,2
844,Al Hilal,Al Ittihad,2.4,1.9,1,1,2,0,0,0,0,9,8,0,0,13,12,10,11,0
845,Al Shabab,Al Ittifaq,1.11,0.91,3,1,4,1,0,0,1,5,8,0,0,12,6,6,6,2
846,Al Batin,Al Ittifaq,0.78,0.91,1,1,2,0,0,0,0,4,4,0,0,7,4,14,11,0
847,Al Feiha,Al Faisaly,1.7,1.7,2,2,4,1,1,1,0,5,2,0,0,4,3,13,13,0
848,Al Ahli,Al Shabab,2.56,1.5,3,2,5,3,1,1,2,2,3,0,0,7,10,17,13,1
849,Al Hilal,Al Raed,2.4,0.56,2,1,3,1,0,0,1,15,5,0,0,2,4,15,20,1
850,Al Taawon,Al Nassr,1.8,1.2,1,0,1,0,0,0,0,6,8,0,0,4,6,13,14,1
851,Al Quadisiya,Al Fateh,1.2,1.44,1,4,5,3,0,0,3,1,5,0,0,5,3,13,17,-3
852,Ohod,Al Ittihad,0.82,1.9,0,1,1,0,0,0,0,6,4,0,0,7,5,16,10,-1
853,Al Quadisiya,Al Ittifaq,1.2,0.91,1,2,3,2,1,1,1,0,3,0,0,5,4,8,22,-1
854,Al Ittihad,Al Taawon,0.89,1.0,2,5,7,4,1,1,3,9,5,0,0,7,10,12,16,-3
855,Al Fateh,Al Batin,1.2,1.4,5,2,7,3,1,1,2,12,2,0,0,6,4,6,11,3
856,Al Ittifaq,Al Faisaly,1.25,1.7,0,0,0,0,0,0,0,4,3,0,0,3,2,15,17,0
857,Ohod,Al Feiha,0.82,1.0,2,3,5,2,1,1,1,5,7,0,0,4,7,14,12,-1
858,Al Nassr,Al Shabab,2.0,1.5,1,0,1,0,0,0,0,2,5,0,0,11,8,6,7,1
859,Al Quadisiya,Al Hilal,1.2,2.0,0,1,1,1,0,0,1,6,4,0,0,6,7,9,22,-1
860,Al Raed,Al Ahli,0.8,1.7,0,3,3,0,0,0,0,4,5,0,0,3,6,11,12,-3
861,Al Ittifaq,Al Raed,1.75,1.25,1,1,2,1,1,1,0,4,11,0,0,3,4,-1,-1,0
862,Al Hazm,Al Wahda,1.18,1.42,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
863,Ohod,Al Nassr,0.92,2.15,1,2,3,2,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1
864,Al Quadisiya,Al Fateh,1.17,1.1,0,0,0,0,0,0,0,12,4,0,0,3,8,-1,-1,0
865,Al Hilal,Al Feiha,2.25,0.54,1,0,1,0,0,0,0,8,3,1,2,4,2,-1,-1,1
866,Al Shabab,Al Ittihad,2.0,1.17,1,0,1,0,0,0,0,4,3,0,0,6,6,-1,-1,1
867,Al Faisaly,Al Batin,1.83,0.64,2,2,4,2,2,2,0,7,4,0,0,8,3,-1,-1,0
868,Al Ahli,Al Taawon,1.64,1.5,1,1,2,1,0,0,1,10,3,0,0,9,5,-1,-1,0
869,Al Ittifaq,Al Batin,1.75,0.64,3,2,5,1,1,1,0,2,11,0,0,5,7,11,14,1
870,Al Fateh,Al Wahda,1.57,1.42,0,0,0,0,0,0,0,6,5,0,0,4,5,13,10,0
871,Al Hazm,Al Taawon,1.18,1.5,1,1,2,0,0,0,0,3,8,0,0,7,6,10,18,0
872,Al Nassr,Al Faisaly,2.45,0.92,2,1,3,2,1,1,1,10,4,0,1,5,4,14,14,1
873,Al Feiha,Al Shabab,1.2,1.67,1,3,4,0,0,0,0,3,4,0,0,4,8,20,15,-2
874,Ohod,Al Ahli,0.92,1.83,0,2,2,1,0,0,1,5,6,0,1,6,6,16,9,-2
875,Al Raed,Al Hilal,1.08,2.64,1,3,4,2,0,0,2,4,8,0,1,6,7,7,15,-2
876,Al Ittihad,Al Quadisiya,0.67,0.83,0,3,3,1,0,0,1,11,2,0,0,10,7,6,10,-3
877,Al Quadisiya,Al Nassr,1.17,2.15,0,3,3,2,0,0,2,2,5,1,0,0,6,8,9,-3
878,Al Shabab,Al Fateh,2.0,1.1,1,1,2,2,1,1,1,8,3,0,0,10,6,8,12,0
