,home_team_name,away_team_name,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_red_cards,away_team_red_cards,home_team_shots_on_target,away_team_shots_on_target,home_team_fouls,away_team_fouls,Result
879,Al Taawon,Al Ittihad,2.08,1.17,5,3,8,4,2,2,2,4,1,0,0,10,6,19,18,2
880,Al Hilal,Al Batin,2.25,0.64,3,1,4,3,3,3,0,5,1,0,0,7,6,13,9,2
881,Al Ittifaq,Al Feiha,1.75,0.54,3,0,3,1,1,1,0,3,3,0,2,6,7,17,15,3
882,Al Faisaly,Ohod,1.83,0.27,2,0,2,0,0,0,0,3,5,0,0,7,6,13,7,2
883,Al Ahli,Al Hazm,1.64,0.85,2,0,2,1,1,1,0,5,4,0,0,7,4,10,13,2
884,Al Wahda,Al Raed,1.58,1.25,4,1,5,2,2,2,0,5,7,0,0,9,4,13,10,3
885,Al Fateh,Al Hilal,1.57,2.64,2,3,5,1,1,1,0,2,8,0,0,3,11,14,9,-1
886,Al Nassr,Al Taawon,2.45,1.5,1,0,1,0,0,0,0,5,1,0,1,4,0,14,17,1
887,Al Ittihad,Al Wahda,0.67,1.42,2,2,4,1,0,0,1,4,3,0,0,8,5,19,13,0
888,Al Ittifaq,Ohod,1.75,0.27,0,0,0,0,0,0,0,4,5,0,0,2,5,12,13,0
889,Al Hazm,Al Faisaly,1.18,0.92,2,1,3,1,0,0,1,9,5,0,0,9,4,8,12,1
890,Al Feiha,Al Quadisiya,1.2,0.83,4,2,6,2,1,1,1,3,8,0,0,5,4,13,13,2
891,Al Raed,Al Shabab,1.08,1.67,1,1,2,2,1,1,1,1,5,2,0,5,7,18,15,0
892,Al Ahli,Al Batin,1.64,0.64,2,0,2,1,1,1,0,1,1,0,0,6,2,5,15,2
893,Al Fateh,Al Ittihad,1.57,1.17,2,0,2,1,1,1,0,5,4,0,1,5,2,16,12,2
894,Al Feiha,Al Raed,1.2,1.25,0,3,3,2,0,0,2,5,3,1,0,3,5,10,11,-3
895,Al Taawon,Al Shabab,2.08,1.67,1,1,2,1,0,0,1,5,3,0,0,4,6,14,15,0
896,Ohod,Al Batin,0.92,0.64,0,1,1,0,0,0,0,9,3,0,0,5,3,17,15,-1
897,Al Ahli,Al Faisaly,1.64,0.92,2,0,2,2,2,2,0,3,2,0,2,6,6,10,9,2
898,Al Nassr,Al Hazm,2.45,0.85,5,1,6,2,1,1,1,11,9,0,0,14,4,18,14,4
899,Al Quadisiya,Al Wahda,1.17,1.42,0,1,1,0,0,0,0,3,8,0,0,3,2,-1,-1,-1
900,Al Hazm,Al Quadisiya,1.18,0.83,2,1,3,1,1,1,0,1,10,0,0,10,4,19,18,1
901,Al Wahda,Al Feiha,1.58,0.54,2,1,3,0,0,0,0,5,1,0,0,8,4,9,14,1
902,Al Faisaly,Al Taawon,1.83,1.5,1,4,5,3,1,1,2,0,3,0,0,4,9,11,16,-3
903,Al Batin,Al Nassr,1.15,2.15,0,2,2,1,0,0,1,2,5,0,0,3,10,21,15,-2
904,Al Raed,Al Fateh,1.08,1.1,0,3,3,1,0,0,1,9,3,0,0,6,5,5,11,-3
905,Al Ittihad,Ohod,0.67,0.27,1,1,2,0,0,0,0,7,4,0,1,8,4,-1,-1,0
906,Al Ittifaq,Al Ahli,1.75,1.83,6,2,8,3,2,2,1,4,9,0,0,11,4,24,16,4
907,Al Shabab,Al Hilal,2.0,2.64,0,1,1,0,0,0,0,3,5,1,0,4,7,13,16,-1
908,Al Faisaly,Al Raed,1.83,1.25,2,0,2,1,1,1,0,3,6,0,0,4,5,16,7,2
909,Al Ittifaq,Al Hazm,1.75,0.85,1,0,1,1,1,1,0,1,6,0,0,8,3,17,20,1
910,Al Ahli,Al Fateh,1.64,1.1,5,1,6,2,2,2,0,7,4,0,0,11,2,10,7,4
911,Al Hilal,Al Ittihad,2.25,1.17,3,1,4,2,1,1,1,6,2,0,0,6,3,16,15,2
912,Al Shabab,Al Quadisiya,2.0,0.83,2,1,3,2,1,1,1,11,2,0,1,6,4,16,19,1
913,Al Batin,Al Taawon,1.15,1.5,0,5,5,2,0,0,2,8,2,1,0,3,6,14,17,-5
914,Ohod,Al Wahda,0.92,1.42,1,3,4,0,0,0,0,5,7,0,0,3,4,18,10,-2
915,Al Feiha,Al Nassr,1.2,2.15,1,1,2,1,0,0,1,3,2,0,0,4,4,-1,-1,0
916,Al Fateh,Al Feiha,1.57,0.54,1,2,3,0,0,0,0,7,0,0,0,4,5,15,10,-1
917,Al Faisaly,Al Ittifaq,1.83,0.67,5,1,6,1,1,1,0,5,4,0,0,9,9,12,15,4
918,Al Batin,Al Hazm,1.15,0.85,1,0,1,0,0,0,0,8,5,0,0,6,3,18,20,1
919,Al Wahda,Al Shabab,1.58,1.67,0,1,1,0,0,0,0,5,3,0,0,2,7,7,12,-1
920,Al Ittihad,Al Raed,0.67,1.25,1,2,3,1,0,0,1,8,6,0,0,9,6,9,12,-1
921,Al Quadisiya,Al Hilal,1.17,2.64,0,2,2,1,0,0,1,0,0,0,0,3,8,10,10,-2
922,Ohod,Al Taawon,0.92,1.5,1,0,1,1,1,1,0,1,4,0,0,4,3,19,16,1
923,Al Nassr,Al Ahli,2.45,1.83,0,2,2,0,0,0,0,6,6,0,0,5,5,16,18,-2
924,Al Hilal,Al Ittifaq,2.25,0.67,4,1,5,2,2,2,0,4,3,0,0,8,6,20,12,3
925,Al Batin,Al Fateh,1.15,1.1,2,2,4,2,0,0,2,1,6,0,0,4,7,12,13,0
926,Al Faisaly,Al Shabab,1.83,1.67,0,0,0,0,0,0,0,8,7,0,0,3,5,9,15,0
927,Ohod,Al Hazm,0.92,0.85,3,3,6,3,1,1,2,8,4,0,0,5,6,15,19,0
928,Al Ahli,Al Quadisiya,1.64,0.83,0,2,2,0,0,0,0,8,2,0,0,2,7,6,10,-2
929,Al Feiha,Al Ittihad,1.2,1.17,2,1,3,2,1,1,1,3,7,0,0,6,6,15,10,1
930,Al Wahda,Al Hilal,1.58,2.64,0,3,3,3,0,0,3,8,5,0,0,6,6,11,14,-3
931,Al Ittifaq,Al Nassr,1.75,2.15,1,2,3,1,0,0,1,2,10,0,0,6,4,18,11,-1
932,Al Fateh,Ohod,1.57,0.27,4,0,4,2,2,2,0,1,3,0,0,5,6,14,10,4
933,Al Feiha,Al Hazm,1.2,0.85,1,1,2,1,1,1,0,6,5,0,0,2,6,10,11,0
934,Al Wahda,Al Batin,1.58,0.64,1,0,1,1,1,1,0,6,8,0,0,3,6,11,11,1
935,Al Quadisiya,Al Raed,1.17,1.25,3,1,4,1,1,1,0,2,7,0,0,5,7,11,15,2
936,Al Nassr,Al Shabab,2.45,1.67,1,0,1,1,1,1,0,3,4,1,1,6,4,14,12,1
937,Al Ittifaq,Al Taawon,1.75,1.5,2,4,6,3,2,2,1,2,6,1,0,5,6,16,12,-2
938,Al Faisaly,Al Hilal,1.83,2.64,1,1,2,0,0,0,0,3,9,0,0,4,5,12,16,0
939,Al Ittihad,Al Ahli,0.67,1.83,1,3,4,2,1,1,1,2,1,0,0,5,8,14,7,-2
940,Al Shabab,Al Ittifaq,2.0,0.67,2,2,4,3,1,1,2,9,5,0,0,8,6,8,18,0
941,Al Quadisiya,Al Faisaly,1.17,0.92,1,1,2,0,0,0,0,5,8,0,0,7,6,14,12,0
942,Al Ahli,Al Feiha,1.64,0.54,1,1,2,0,0,0,0,5,4,0,0,3,6,14,12,0
943,Al Fateh,Al Taawon,1.57,1.5,0,2,2,1,0,0,1,6,8,0,0,2,9,13,13,-2
944,Al Batin,Al Raed,1.15,1.25,1,3,4,2,0,0,2,3,4,0,0,5,5,15,12,-2
945,Al Nassr,Al Wahda,2.45,1.42,1,2,3,1,1,1,0,7,3,0,0,5,7,6,16,-1
946,Al Ittihad,Al Hazm,0.67,0.85,2,2,4,1,0,0,1,7,2,0,0,10,5,7,10,0
947,Al Batin,Al Feiha,1.15,0.54,1,0,1,0,0,0,0,2,6,0,0,4,5,11,17,1
948,Al Quadisiya,Al Ittifaq,1.17,0.67,2,0,2,1,1,1,0,2,10,0,0,3,5,9,13,2
949,Al Shabab,Ohod,2.0,0.27,1,0,1,0,0,0,0,5,2,0,0,10,6,11,19,1
950,Al Ittihad,Al Faisaly,0.67,0.92,1,2,3,1,0,0,1,13,3,0,0,4,5,14,14,-1
951,Al Wahda,Al Taawon,1.58,1.5,0,1,1,0,0,0,0,4,6,0,0,4,6,8,19,-1
952,Al Hilal,Al Nassr,2.25,2.15,2,2,4,2,2,2,0,6,5,1,0,10,10,10,1,0
953,Al Fateh,Al Hazm,1.57,0.85,3,2,5,2,1,1,1,5,7,0,0,4,8,16,11,1
954,Al Raed,Al Ahli,1.08,1.83,0,0,0,0,0,0,0,4,6,0,1,5,4,15,10,0
955,Ohod,Al Hilal,0.92,2.64,0,1,1,0,0,0,0,2,9,0,0,3,11,7,16,-1
956,Al Fateh,Al Faisaly,1.57,0.92,1,1,2,1,1,1,0,5,4,0,0,3,4,13,11,0
957,Al Ittifaq,Al Wahda,1.75,1.42,2,1,3,1,0,0,1,7,5,0,0,7,3,11,12,1
958,Al Nassr,Al Raed,2.45,1.25,4,0,4,3,3,3,0,9,3,0,0,9,6,20,13,4
959,Al Taawon,Al Feiha,2.08,0.54,3,0,3,1,1,1,0,6,6,0,0,4,2,13,9,3
960,Al Batin,Al Ittihad,1.15,1.17,1,3,4,1,0,0,1,1,4,0,0,6,7,9,11,-2
961,Al Hilal,Al Hazm,2.25,0.85,1,2,3,1,1,1,0,6,3,0,0,7,3,12,13,-1
962,Al Ahli,Al Shabab,1.64,1.67,0,1,1,0,0,0,0,5,9,0,0,5,4,13,13,-1
963,Ohod,Al Quadisiya,0.92,0.83,1,3,4,2,0,0,2,5,6,0,0,2,6,8,12,-2
964,Al Raed,Al Hazm,1.08,0.85,1,0,1,0,0,0,0,4,4,0,1,3,6,16,9,1
965,Al Faisaly,Al Wahda,1.83,1.42,3,0,3,2,2,2,0,4,6,0,0,6,6,8,10,3
966,Al Hilal,Al Ahli,2.25,1.83,4,3,7,2,1,1,1,3,8,0,0,6,5,12,19,1
967,Al Shabab,Al Batin,2.0,0.64,4,0,4,3,3,3,0,4,4,0,0,8,4,16,11,4
968,Al Fateh,Al Ittifaq,1.57,0.67,0,0,0,0,0,0,0,2,2,0,0,3,4,14,13,0
969,Al Quadisiya,Al Taawon,1.17,1.5,3,1,4,0,0,0,0,1,10,0,0,4,9,16,12,2
970,Al Ittihad,Al Nassr,0.67,2.15,1,2,3,1,0,0,1,5,4,0,0,3,8,14,15,-1
971,Al Feiha,Ohod,1.2,0.27,3,0,3,1,1,1,0,3,3,0,0,8,5,14,13,3
972,Al Raed,Al Taawon,1.08,1.5,2,1,3,0,0,0,0,6,5,0,1,5,6,17,14,1
973,Al Batin,Al Quadisiya,1.15,0.83,2,0,2,0,0,0,0,0,9,0,0,5,6,13,16,2
974,Al Faisaly,Al Feiha,1.83,0.54,1,0,1,0,0,0,0,4,5,0,0,3,4,11,17,1
975,Al Fateh,Al Nassr,1.57,2.15,0,0,0,0,0,0,0,3,13,0,1,4,8,10,15,0
976,Al Hazm,Al Shabab,1.18,1.67,1,3,4,3,1,1,2,7,8,0,0,5,9,12,19,-2
977,Al Wahda,Al Ahli,1.58,1.83,2,1,3,1,1,1,0,2,3,0,1,6,7,19,10,1
978,Al Ittifaq,Al Ittihad,1.75,1.17,1,0,1,1,1,1,0,4,5,0,0,8,5,15,8,1
979,Ohod,Al Raed,0.92,1.25,0,1,1,0,0,0,0,5,4,1,0,4,5,16,13,-1
980,Al Taawon,Al Hilal,2.08,2.64,2,2,4,1,0,0,1,2,12,1,0,5,7,14,16,0
981,Al Faisaly,Al Nassr,1.83,2.15,2,2,4,1,0,0,1,5,6,0,0,8,6,10,18,0
982,Al Taawon,Al Hazm,2.08,0.85,1,1,2,0,0,0,0,9,3,0,0,4,3,13,12,0
983,Al Wahda,Al Fateh,1.58,1.1,1,0,1,0,0,0,0,6,4,0,1,7,2,12,10,1
984,Al Quadisiya,Al Ittihad,1.17,1.17,0,1,1,0,0,0,0,2,2,0,0,5,3,-1,-1,-1
985,Al Hilal,Al Raed,2.25,1.25,1,1,2,0,0,0,0,13,3,0,0,9,2,11,9,0
986,Al Shabab,Al Feiha,2.0,0.54,4,1,5,1,1,1,0,5,6,0,0,10,3,10,9,3
987,Al Batin,Al Ittifaq,1.15,0.67,0,0,0,0,0,0,0,5,8,0,0,5,3,22,18,0
988,Al Ahli,Ohod,1.64,0.27,5,1,6,3,3,3,0,3,6,0,0,8,8,15,16,4
989,Al Fateh,Al Quadisiya,1.57,0.83,2,0,2,1,1,1,0,6,3,0,1,5,4,14,11,2
990,Al Feiha,Al Hilal,1.2,2.64,1,5,6,2,0,0,2,3,7,1,0,2,10,7,16,-4
991,Al Batin,Al Faisaly,1.15,0.92,2,0,2,0,0,0,0,3,6,0,1,6,6,12,12,2
992,Al Nassr,Ohod,2.45,0.27,4,0,4,2,2,2,0,3,2,0,0,5,0,11,8,4
993,Al Wahda,Al Hazm,1.58,0.85,1,1,2,1,1,1,0,5,8,0,0,6,4,15,15,0
994,Al Taawon,Al Ahli,2.08,1.83,3,4,7,1,0,0,1,3,3,0,0,8,9,11,12,-1
995,Al Raed,Al Ittifaq,1.08,0.67,1,2,3,2,0,0,2,4,5,0,0,5,7,9,21,-1
996,Al Ittihad,Al Shabab,0.67,1.67,0,0,0,0,0,0,0,5,2,0,0,2,4,21,19,0
997,Al Quadisiya,Al Feiha,1.17,0.54,2,0,2,0,0,0,0,4,2,0,1,7,0,13,11,2
998,Al Batin,Al Ahli,1.15,1.83,1,2,3,2,1,1,1,3,8,0,0,5,8,12,12,-1
999,Al Taawon,Al Nassr,2.08,2.15,3,1,4,3,2,2,1,2,4,0,0,6,3,21,12,2
1000,Al Faisaly,Al Hazm,1.83,0.85,1,2,3,0,0,0,0,5,6,0,0,3,4,13,21,-1
1001,Ohod,Al Ittifaq,0.92,0.67,2,1,3,2,2,2,0,5,4,1,1,7,5,16,17,1
1002,Al Hilal,Al Fateh,2.25,1.1,4,1,5,4,3,3,1,11,6,0,0,9,3,10,13,3
1003,Al Shabab,Al Raed,2.0,1.25,1,1,2,2,1,1,1,9,3,0,0,8,2,16,14,0
1004,Al Wahda,Al Ittihad,1.58,1.17,0,2,2,1,0,0,1,4,4,0,0,3,6,20,15,-2
1005,Al Nassr,Al Quadisiya,2.45,0.83,3,1,4,1,1,1,0,4,4,0,0,5,4,11,14,2
1006,Ohod,Al Faisaly,0.92,0.92,4,1,5,3,2,2,1,7,7,0,0,8,2,16,11,3
1007,Al Hazm,Al Ahli,1.18,1.83,2,4,6,4,2,2,2,2,6,0,0,9,5,14,17,-2
1008,Al Feiha,Al Ittifaq,1.2,0.67,1,1,2,1,0,0,1,3,2,0,0,2,5,12,10,0
1009,Al Batin,Al Hilal,1.15,2.64,2,3,5,2,1,1,1,4,5,0,1,7,5,7,10,-1
1010,Al Raed,Al Wahda,1.08,1.42,1,3,4,2,1,1,1,4,6,1,0,4,5,8,17,-2
1011,Al Fateh,Al Shabab,1.57,1.67,1,0,1,0,0,0,0,3,4,0,1,5,0,15,17,1
1012,Al Ittihad,Al Taawon,0.67,1.5,0,0,0,0,0,0,0,2,8,0,0,4,5,17,26,0
1013,Al Hilal,Al Quadisiya,2.25,0.83,4,1,5,1,1,1,0,6,0,1,0,7,2,20,13,3
1014,Al Ahli,Al Nassr,1.64,2.15,1,2,3,1,0,0,1,7,4,0,0,7,3,11,10,-1
1015,Al Hazm,Al Batin,1.18,0.64,1,0,1,0,0,0,0,3,4,0,0,4,3,25,15,1
1016,Al Ittifaq,Al Faisaly,1.75,0.92,3,4,7,3,2,2,1,1,6,0,0,7,8,15,7,-1
1017,Al Feiha,Al Fateh,1.2,1.1,1,2,3,1,1,1,0,4,3,0,0,3,6,16,16,-1
1018,Al Taawon,Ohod,2.08,0.27,4,0,4,2,2,2,0,1,4,0,0,7,3,17,12,4
1019,Al Shabab,Al Wahda,2.0,1.42,1,0,1,1,1,1,0,2,4,2,0,3,3,8,8,1
1020,Al Raed,Al Ittihad,1.08,1.17,1,1,2,1,1,1,0,5,8,0,0,4,5,14,8,0
1021,Al Fateh,Al Ahli,1.57,1.83,2,1,3,1,1,1,0,8,5,0,0,6,8,7,13,1
1022,Al Hazm,Al Ittifaq,1.18,0.67,1,1,2,0,0,0,0,1,5,0,0,3,4,14,14,0
1023,Al Ittihad,Al Hilal,0.67,2.64,0,2,2,0,0,0,0,3,6,0,0,2,8,15,15,-2
1024,Al Taawon,Al Batin,2.08,0.64,4,1,5,1,1,1,0,6,3,0,0,10,4,19,15,3
1025,Al Quadisiya,Al Shabab,1.17,1.67,0,1,1,0,0,0,0,3,8,0,0,3,8,12,7,-1
1026,Al Wahda,Ohod,1.58,0.27,4,1,5,2,2,2,0,3,1,0,0,9,4,18,10,3
1027,Al Raed,Al Faisaly,1.08,0.92,0,3,3,2,0,0,2,7,6,0,0,3,8,10,11,-3
1028,Al Nassr,Al Feiha,2.45,0.54,1,0,1,0,0,0,0,7,7,0,0,4,5,10,15,1
1029,Al Taawon,Al Ittifaq,2.08,0.67,4,1,5,2,2,2,0,8,3,0,0,7,8,17,6,3
1030,Ohod,Al Fateh,0.92,1.1,0,0,0,0,0,0,0,7,3,0,1,0,2,13,11,0
1031,Al Shabab,Al Nassr,2.0,2.15,0,1,1,1,0,0,1,6,4,0,0,3,6,14,18,-1
1032,Al Raed,Al Quadisiya,1.08,0.83,0,0,0,0,0,0,0,6,5,0,0,4,2,13,14,0
1033,Al Hilal,Al Faisaly,2.25,0.92,2,1,3,1,1,1,0,10,0,1,0,9,3,10,11,1
1034,Al Ahli,Al Ittihad,1.64,1.17,1,1,2,0,0,0,0,5,5,0,0,2,6,5,13,0
1035,Al Batin,Al Wahda,1.15,1.42,1,1,2,0,0,0,0,6,2,0,0,5,5,13,16,0
1036,Al Hazm,Al Feiha,1.18,0.54,0,1,1,0,0,0,0,4,6,0,0,3,6,-1,-1,-1
1037,Al Shabab,Al Faisaly,2.0,0.92,2,1,3,1,1,1,0,4,9,0,0,7,3,12,11,1
1038,Al Taawon,Al Raed,2.08,1.25,2,1,3,0,0,0,0,17,0,0,1,6,2,10,11,1
1039,Al Quadisiya,Al Ahli,1.17,1.83,1,2,3,2,1,1,1,4,4,0,0,5,6,15,17,-1
1040,Al Nassr,Al Ittifaq,2.45,0.67,3,2,5,1,0,0,1,12,5,0,2,9,6,11,16,1
1041,Al Hilal,Al Wahda,2.25,1.42,1,1,2,0,0,0,0,7,3,0,0,8,4,14,16,0
1042,Al Ittihad,Al Feiha,0.67,0.54,2,0,2,0,0,0,0,5,1,0,0,7,0,17,8,2
1043,Al Fateh,Al Batin,1.57,0.64,0,2,2,2,0,0,2,10,3,0,0,6,6,12,13,-2
1044,Al Hazm,Ohod,1.18,0.27,2,2,4,1,1,1,0,5,12,0,0,12,5,-1,-1,0
1045,Al Faisaly,Al Quadisiya,1.83,0.83,3,0,3,0,0,0,0,5,10,0,0,8,8,7,11,3
1046,Al Taawon,Al Fateh,2.08,1.1,1,1,2,1,0,0,1,1,3,0,0,3,4,5,15,0
1047,Al Raed,Al Batin,1.08,0.64,1,0,1,1,1,1,0,6,8,0,0,8,6,17,21,1
1048,Al Ittifaq,Al Shabab,1.75,1.67,1,1,2,2,1,1,1,5,13,0,0,4,12,21,12,0
1049,Al Hazm,Al Ittihad,1.18,1.17,0,3,3,1,0,0,1,3,4,1,0,3,10,16,21,-3
1050,Al Wahda,Al Nassr,1.58,2.15,0,4,4,1,0,0,1,1,4,0,0,2,8,16,11,-4
1051,Al Hilal,Ohod,2.25,0.27,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1052,Al Hazm,Al Fateh,1.18,1.1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1053,Al Feiha,Al Batin,1.2,0.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1054,Al Taawon,Al Wahda,2.08,1.42,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1055,Al Ittifaq,Al Quadisiya,1.75,0.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1056,Al Ahli,Al Raed,1.64,1.25,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1057,Al Faisaly,Al Ittihad,1.83,1.17,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1058,Ohod,Al Shabab,0.92,1.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1059,Al Nassr,Al Hilal,2.45,2.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1060,Al Feiha,Al Ahli,1.2,1.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1061,Al Faisaly,Al Fateh,1.83,1.1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1062,Al Hazm,Al Hilal,1.18,2.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1063,Al Wahda,Al Ittifaq,1.58,0.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1064,Al Quadisiya,Ohod,1.17,0.27,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1065,Al Feiha,Al Taawon,1.2,1.5,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1066,Al Raed,Al Nassr,1.08,2.15,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1067,Al Ittihad,Al Batin,0.67,0.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1068,Al Shabab,Al Ahli,2.0,1.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1069,Al Batin,Al Shabab,1.15,1.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1070,Al Hazm,Al Raed,1.18,1.25,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1071,Ohod,Al Feiha,0.92,0.54,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1072,Al Ittifaq,Al Fateh,1.75,1.1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1073,Al Nassr,Al Ittihad,2.45,1.17,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1074,Al Taawon,Al Quadisiya,2.08,0.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1075,Al Wahda,Al Faisaly,1.58,0.92,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1076,Al Ahli,Al Hilal,1.64,2.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1077,Al Quadisiya,Al Batin,1.17,0.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1078,Al Hilal,Al Taawon,2.25,1.5,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1079,Al Feiha,Al Faisaly,1.2,0.92,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1080,Al Nassr,Al Fateh,2.45,1.1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1081,Al Shabab,Al Hazm,2.0,0.85,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1082,Al Raed,Ohod,1.08,0.27,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1083,Al Ahli,Al Wahda,1.64,1.42,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1084,Al Ittihad,Al Ittifaq,0.67,0.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1085,Al Raed,Al Feiha,1.08,0.54,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1086,Al Ittifaq,Al Hilal,1.75,2.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1087,Al Shabab,Al Taawon,2.0,1.5,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1088,Al Ittihad,Al Fateh,0.67,1.1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1089,Al Faisaly,Al Ahli,1.83,1.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1090,Al Batin,Ohod,1.15,0.27,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1091,Al Wahda,Al Quadisiya,1.58,0.83,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1092,Al Hazm,Al Nassr,1.18,2.15,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1093,Al Ahli,Al Ittifaq,1.64,0.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1094,Ohod,Al Ittihad,0.92,1.17,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1095,Al Fateh,Al Raed,1.57,1.25,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1096,Al Hilal,Al Shabab,2.25,1.67,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1097,Al Quadisiya,Al Hazm,1.17,0.85,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1098,Al Nassr,Al Batin,2.45,0.64,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1099,Al Feiha,Al Wahda,1.2,1.42,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
1100,Al Taawon,Al Faisaly,2.08,0.92,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
